colonne,min_fin_fenetre,id_joueur,date_match,moment,mean,std,skewness,kurtosis,RMS,IQR,Q10,Q25,median,Q75,Q90,prop_sup_seuil
GYRO Y,25,joueur_19,match_20220821,MT1,2.53936,54.2888,0.0239934,2.37138,54.3482,189.225,-59.076,-20.3633,0.847391,24.8153,67.567,
GYRO Z,25,joueur_19,match_20220821,MT1,3.85265,32.129,-4.55128e-06,4.92094,32.3592,104.133,-27.2076,-9.86553,3.0825,16.9415,36.9282,
NormeGradAcc,25,joueur_19,match_20220821,MT1,0.0308115,0.0396411,1.98734,3.61717,0.0502072,0.121746,0.0027724,0.00607404,0.0133263,0.0366881,0.0913843,0.10026610644257702
NormeGradGyro,25,joueur_19,match_20220821,MT1,2.80047,2.72855,1.98494,4.97283,3.90994,8.24106,0.516292,1.00507,1.83748,3.61112,6.68367,
ACC X,30,joueur_19,match_20220821,MT1,0.0876752,0.298799,0.161185,2.54038,0.311397,0.93428,-0.272688,-0.0811438,0.0829887,0.257327,0.437625,
ACC Y,30,joueur_19,match_20220821,MT1,-0.969104,0.749112,-0.343253,0.278928,1.22488,2.7232,-2.09486,-1.25346,-0.93441,-0.64605,0.110403,
ACC Z,30,joueur_19,match_20220821,MT1,-0.282674,0.228301,-1.0802,3.67942,0.363353,0.727079,-0.566798,-0.389149,-0.25668,-0.145014,-0.0317962,
GYRO X,30,joueur_19,match_20220821,MT1,-1.67779,32.3081,-0.224499,3.03421,32.3516,102.925,-40.3694,-19.8262,-0.0389478,16.4725,34.5731,
GYRO Y,30,joueur_19,match_20220821,MT1,0.714586,73.3507,0.06925,0.363721,73.3542,254.285,-97.4343,-41.6838,1.04753,40.5304,97.4319,
GYRO Z,30,joueur_19,match_20220821,MT1,4.33869,43.1253,0.234629,2.15214,43.343,148.85,-45.6797,-15.9395,2.85475,22.6536,57.3031,
NormeGradAcc,30,joueur_19,match_20220821,MT1,0.0512965,0.0486188,1.14674,0.531937,0.0706762,0.148543,0.00647914,0.0123782,0.0314184,0.0800162,0.126718,0.20393557422969188
NormeGradGyro,30,joueur_19,match_20220821,MT1,4.33893,3.44912,1.38436,2.60956,5.54281,10.3635,0.997294,1.66112,3.22986,6.27507,9.16102,
ACC X,35,joueur_19,match_20220821,MT1,0.0781855,0.277317,0.0149156,1.68376,0.288128,0.892115,-0.26808,-0.0701035,0.079277,0.233097,0.411209,
ACC Y,35,joueur_19,match_20220821,MT1,-0.972697,0.746749,-0.38589,0.605969,1.22628,2.73099,-2.06181,-1.25037,-0.9359,-0.671534,0.108394,
ACC Z,35,joueur_19,match_20220821,MT1,-0.27997,0.217777,-0.701162,2.14355,0.354697,0.703594,-0.553701,-0.394969,-0.257169,-0.147927,-0.0361915,
GYRO X,35,joueur_19,match_20220821,MT1,-2.45402,30.6904,-0.23965,3.30206,30.7884,96.5782,-39.4088,-19.1846,-0.567727,14.5233,30.5419,
GYRO Y,35,joueur_19,match_20220821,MT1,3.10589,72.3132,0.102425,0.985008,72.3798,249.92,-88.6716,-33.0302,1.08469,40.0821,96.9801,
GYRO Z,35,joueur_19,match_20220821,MT1,4.64109,40.7752,0.25829,2.01158,41.0384,143.771,-41.9907,-15.1543,3.66007,21.9496,53.8308,
NormeGradAcc,35,joueur_19,match_20220821,MT1,0.0494981,0.0484169,1.29712,1.08024,0.0692406,0.148369,0.00643387,0.0119333,0.0294543,0.0751844,0.124358,0.1907563025210084
NormeGradGyro,35,joueur_19,match_20220821,MT1,4.10268,3.3395,1.4825,2.8395,5.29001,9.9897,0.936381,1.58578,2.96011,5.92324,8.76648,
ACC X,40,joueur_19,match_20220821,MT1,0.0725264,0.246415,0.00210214,3.82322,0.256867,0.790287,-0.200258,-0.0459721,0.0675317,0.19594,0.342548,
ACC Y,40,joueur_19,match_20220821,MT1,-0.975017,0.59197,-0.349775,2.0721,1.14065,2.37461,-1.67043,-1.11885,-0.95208,-0.834769,-0.209079,
ACC Z,40,joueur_19,match_20220821,MT1,-0.262289,0.189648,-1.44866,8.47887,0.323669,0.577813,-0.462888,-0.329118,-0.246984,-0.167313,-0.0809211,
GYRO X,40,joueur_19,match_20220821,MT1,-1.74175,27.1296,-0.167839,3.20285,27.1854,82.0549,-33.6489,-16.8493,0.163648,13.491,26.4495,
GYRO Y,40,joueur_19,match_20220821,MT1,3.36643,61.5238,0.215868,2.39409,61.6159,213.614,-67.1647,-23.0718,0.873022,26.7014,76.5312,
GYRO Z,40,joueur_19,match_20220821,MT1,4.57733,35.756,0.0892462,4.57131,36.0478,121.754,-27.9137,-9.36948,3.1538,16.7164,40.4168,
NormeGradAcc,40,joueur_19,match_20220821,MT1,0.0355138,0.0434372,1.81103,2.8534,0.0561072,0.13229,0.00388608,0.00710192,0.015667,0.0477548,0.102068,0.1249579831932773
NormeGradGyro,40,joueur_19,match_20220821,MT1,3.12407,3.05562,2.0679,5.57594,4.36997,8.96406,0.654171,1.12533,1.99135,4.03006,7.45771,
ACC X,45,joueur_19,match_20220821,MT1,0.088855,0.311477,-0.153885,11.6638,0.323903,0.910158,-0.24014,-0.0499377,0.0898656,0.235111,0.407961,
ACC Y,45,joueur_19,match_20220821,MT1,-0.947146,0.685169,-0.346519,1.10011,1.16899,2.60953,-1.86656,-1.16145,-0.947337,-0.72141,0.0349091,
ACC Z,45,joueur_19,match_20220821,MT1,-0.288756,0.249685,-1.20462,5.66938,0.381736,0.779752,-0.589241,-0.389501,-0.248352,-0.146891,-0.0427449,
GYRO X,45,joueur_19,match_20220821,MT1,-1.80077,32.8718,0.000901475,4.27935,32.9211,101.244,-40.0927,-18.9783,-0.197943,15.6576,32.9988,
GYRO Y,45,joueur_19,match_20220821,MT1,2.90468,70.5645,0.266589,1.4652,70.6243,246.32,-82.3555,-33.417,0.911919,35.3224,93.7923,
GYRO Z,45,joueur_19,match_20220821,MT1,4.33155,41.788,0.345803,3.75232,42.0119,139.271,-38.8908,-14.2641,2.74017,20.3699,52.126,
NormeGradAcc,45,joueur_19,match_20220821,MT1,0.0437747,0.0482585,1.64496,2.86679,0.0651545,0.146817,0.00437367,0.00939702,0.0227402,0.0648138,0.11572,0.1619467787114846
NormeGradGyro,45,joueur_19,match_20220821,MT1,3.80939,3.44852,2.01473,7.43243,5.13846,10.0297,0.742494,1.39602,2.62426,5.3862,8.46749,
ACC X,5,joueur_19,match_20220821,MT2,-0.00281415,0.307579,-0.0381948,3.25174,0.307592,0.977307,-0.351898,-0.177271,-0.00964617,0.170166,0.362048,
ACC Y,5,joueur_19,match_20220821,MT2,0.9127,0.755666,0.371454,0.218392,1.18493,2.73885,-0.152533,0.543187,0.897167,1.18245,2.05812,
ACC Z,5,joueur_19,match_20220821,MT2,0.392383,0.272259,0.662003,1.66229,0.477587,0.890365,0.0737292,0.241813,0.356732,0.528336,0.7559,
GYRO X,5,joueur_19,match_20220821,MT2,-2.0399,35.8665,-0.122954,1.30816,35.9245,119.964,-46.1459,-22.4515,-0.98641,17.7679,40.0962,
GYRO Y,5,joueur_19,match_20220821,MT2,-1.81445,75.8681,-0.00721582,0.960973,75.8898,255.071,-99.5017,-43.9822,1.44688,39.2345,89.3503,
GYRO Z,5,joueur_19,match_20220821,MT2,1.76963,49.1731,-0.154849,1.7878,49.2049,170.641,-60.2644,-19.4223,3.30685,24.4711,60.583,
NormeGradAcc,5,joueur_19,match_20220821,MT2,0.0530992,0.0515241,1.11583,0.383502,0.0739883,0.158052,0.00485518,0.0109681,0.0347038,0.0827434,0.134937,0.22092436974789917
NormeGradGyro,5,joueur_19,match_20220821,MT2,5.01748,4.05588,1.32808,2.55781,6.45177,12.1193,0.881279,1.79218,3.97504,7.32417,10.5299,
ACC X,10,joueur_19,match_20220821,MT2,0.0171698,0.255769,-0.417688,4.22216,0.256345,0.78857,-0.283436,-0.112157,0.0233474,0.159587,0.298916,
ACC Y,10,joueur_19,match_20220821,MT2,0.923497,0.637048,0.39597,1.3262,1.12191,2.4899,0.0157654,0.756403,0.911969,1.07874,1.78889,
ACC Z,10,joueur_19,match_20220821,MT2,0.368293,0.230701,1.02748,4.33674,0.434583,0.774049,0.116201,0.26192,0.341351,0.44703,0.651643,
GYRO X,10,joueur_19,match_20220821,MT2,-1.81888,35.0029,-0.263887,2.42366,35.0501,111.022,-42.1295,-20.4165,-0.43145,17.1207,37.5012,
GYRO Y,10,joueur_19,match_20220821,MT2,0.994604,66.7513,-0.0135941,1.71557,66.7587,228.658,-84.6285,-30.2855,2.53314,33.5268,80.7555,
GYRO Z,10,joueur_19,match_20220821,MT2,3.65011,40.2552,-0.0926799,2.08871,40.4203,143.512,-44.4153,-12.5609,4.11726,21.2001,48.9554,
NormeGradAcc,10,joueur_19,match_20220821,MT2,0.0404877,0.0463932,1.50896,1.51603,0.0615758,0.141372,0.00383366,0.00768698,0.0187373,0.0601612,0.115321,0.15553221288515406
NormeGradGyro,10,joueur_19,match_20220821,MT2,3.97169,3.61893,1.80265,4.56212,5.37317,10.7348,0.799034,1.40412,2.6603,5.582,8.96667,
ACC X,15,joueur_19,match_20220821,MT2,0.0297095,0.306168,-0.00379086,4.19065,0.307606,0.927561,-0.313536,-0.130853,0.0313914,0.197807,0.372623,
ACC Y,15,joueur_19,match_20220821,MT2,0.927585,0.741779,0.365248,0.45864,1.18771,2.69295,-0.127497,0.61239,0.895837,1.19881,2.0271,
ACC Z,15,joueur_19,match_20220821,MT2,0.372638,0.263592,0.76529,4.6924,0.456443,0.829538,0.0747143,0.233474,0.345703,0.502713,0.69939,
GYRO X,15,joueur_19,match_20220821,MT2,-2.44358,38.3937,-0.0912973,2.74107,38.4714,124.214,-47.46,-22.8772,-1.15701,18.0059,40.1008,
GYRO Y,15,joueur_19,match_20220821,MT2,-2.27834,74.001,-0.0308003,1.20184,74.0361,245.316,-96.3554,-41.9974,-1.32322,39.4847,88.3474,
GYRO Z,15,joueur_19,match_20220821,MT2,2.23715,47.0069,0.0291248,2.2097,47.0601,161.162,-55.7735,-19.296,2.39273,25.1386,58.8058,
NormeGradAcc,15,joueur_19,match_20220821,MT2,0.0525723,0.0503932,1.18505,0.718387,0.0728239,0.152948,0.00634376,0.0124366,0.0327187,0.0817539,0.131853,0.2154761904761905
NormeGradGyro,15,joueur_19,match_20220821,MT2,4.70056,3.71009,1.43834,2.88302,5.98833,11.1286,1.06371,1.7979,3.65293,6.70565,9.70283,
ACC X,5,joueur_52,match_20220821,MT1,-0.0692141,0.375269,-0.756843,10.8903,0.381599,1.06775,-0.416532,-0.240927,-0.0592335,0.0987507,0.330995,
ACC Y,5,joueur_52,match_20220821,MT1,-1.16574,0.884546,-0.44511,1.09805,1.46334,3.13165,-2.12424,-1.4924,-1.2734,-0.630693,0.0586481,
ACC Z,5,joueur_52,match_20220821,MT1,-0.556025,0.436709,-1.17771,5.21735,0.707021,1.36686,-1.06585,-0.742766,-0.542102,-0.299261,-0.00942029,
GYRO X,5,joueur_52,match_20220821,MT1,-5.51461,31.2599,0.00427334,7.18384,31.7426,97.1108,-38.8538,-18.3456,-4.3533,7.79656,26.656,
GYRO Y,5,joueur_52,match_20220821,MT1,2.07487,63.9815,0.404031,3.68214,64.0151,220.821,-68.0182,-21.3669,0.626991,23.2049,69.2694,
GYRO Z,5,joueur_52,match_20220821,MT1,-0.0445573,36.3062,0.834517,8.10545,36.3062,119.239,-39.601,-14.5189,-0.36073,13.6408,37.4304,
NormeGradAcc,5,joueur_52,match_20220821,MT1,0.0596479,0.0624012,1.57038,2.34308,0.0863237,0.193459,0.00619259,0.0132792,0.0356365,0.0844129,0.155412,0.1611624649859944
NormeGradGyro,5,joueur_52,match_20220821,MT1,3.64837,3.67012,2.0392,5.57545,5.17498,10.8154,0.599328,1.15367,2.31047,4.9486,8.57908,
ACC X,10,joueur_52,match_20220821,MT1,-0.0456044,0.401155,-0.0600811,3.29722,0.403739,1.28546,-0.482571,-0.24903,-0.0410979,0.150752,0.423363,
ACC Y,10,joueur_52,match_20220821,MT1,-1.17968,1.05881,-0.438405,0.0411416,1.58516,3.65222,-2.68893,-1.70696,-1.20725,-0.345722,0.16838,
ACC Z,10,joueur_52,match_20220821,MT1,-0.557779,0.457538,-0.60272,0.508039,0.721428,1.46245,-1.17992,-0.823064,-0.524242,-0.213038,0.0108991,
GYRO X,10,joueur_52,match_20220821,MT1,-5.49842,35.035,-0.0771401,2.91527,35.4639,111.824,-46.4134,-23.4541,-3.9665,12.5302,33.1858,
GYRO Y,10,joueur_52,match_20220821,MT1,-0.397793,71.827,-0.0517102,1.28273,71.8281,248.322,-93.0483,-36.0932,0.356971,34.215,90.1031,
GYRO Z,10,joueur_52,match_20220821,MT1,-1.62126,40.617,-0.140166,1.94212,40.6493,138.321,-50.8454,-22.2026,-1.10026,19.3773,47.6182,
NormeGradAcc,10,joueur_52,match_20220821,MT1,0.0786729,0.0678991,1.17698,0.87361,0.103922,0.211743,0.0127841,0.0250732,0.0561895,0.115132,0.183106,0.24408963585434174
NormeGradGyro,10,joueur_52,match_20220821,MT1,4.82302,3.69408,1.42913,2.42522,6.07517,11.3987,1.2228,2.04559,3.76952,6.6427,9.90221,
ACC X,15,joueur_52,match_20220821,MT1,-0.0915815,0.345206,-0.779318,9.35905,0.357147,1.03042,-0.42676,-0.246351,-0.0820363,0.0569484,0.265425,
ACC Y,15,joueur_52,match_20220821,MT1,-1.16058,0.939855,-0.398259,0.694386,1.49341,3.37341,-2.23702,-1.57846,-1.24628,-0.550131,0.101122,
ACC Z,15,joueur_52,match_20220821,MT1,-0.551727,0.452543,-0.881672,3.45655,0.713581,1.44195,-1.10845,-0.761213,-0.524572,-0.272978,-0.00010227,
GYRO X,15,joueur_52,match_20220821,MT1,-6.10843,34.2375,-0.00797698,7.22943,34.7782,105.6,-42.9893,-22.2151,-4.76175,9.33676,30.047,
GYRO Y,15,joueur_52,match_20220821,MT1,1.19604,65.1253,-0.206011,4.51209,65.1362,220.601,-71.6803,-23.9537,0.881147,26.3453,73.9294,
GYRO Z,15,joueur_52,match_20220821,MT1,-0.765605,38.0236,-0.157787,6.4096,38.0313,124.99,-40.1792,-17.1869,-0.375155,15.8584,38.557,
NormeGradAcc,15,joueur_52,match_20220821,MT1,0.0640002,0.0637977,1.50003,1.79591,0.0903669,0.199375,0.00896753,0.0177425,0.0379724,0.0899852,0.162787,0.17824929971988795
NormeGradGyro,15,joueur_52,match_20220821,MT1,4.04933,4.11003,3.8034,30.345,5.7697,10.7988,0.879609,1.51485,2.71544,5.30379,8.8349,
ACC X,20,joueur_52,match_20220821,MT1,-0.084201,0.39321,0.244287,8.88663,0.402124,1.17736,-0.456367,-0.263824,-0.0778015,0.0817806,0.329494,
ACC Y,20,joueur_52,match_20220821,MT1,-1.1431,0.984485,-0.411684,0.605859,1.50861,3.48145,-2.3886,-1.55908,-1.23472,-0.450687,0.134367,
ACC Z,20,joueur_52,match_20220821,MT1,-0.576634,0.474575,-0.815688,3.00188,0.746812,1.50411,-1.19383,-0.79738,-0.548967,-0.268811,0.000790826,
GYRO X,20,joueur_52,match_20220821,MT1,-6.42869,35.1489,-0.268335,6.30716,35.732,108.785,-44.4045,-22.9784,-4.61296,9.99039,29.3135,
GYRO Y,20,joueur_52,match_20220821,MT1,1.00587,69.169,0.269899,2.21963,69.1763,238.784,-81.0195,-31.2002,-0.269522,28.1518,85.2072,
GYRO Z,20,joueur_52,match_20220821,MT1,-0.739421,40.928,0.19331,4.66506,40.9347,133.678,-47.0991,-18.7252,-0.283061,16.8453,44.8133,
NormeGradAcc,20,joueur_52,match_20220821,MT1,0.0689714,0.0669268,1.39155,1.78304,0.0961055,0.206046,0.00873538,0.0176572,0.0431523,0.101294,0.171364,0.20719887955182073
NormeGradGyro,20,joueur_52,match_20220821,MT1,4.34825,3.99263,2.08873,6.33731,5.90325,11.552,0.926968,1.60312,3.00723,5.87156,9.53888,
ACC X,25,joueur_52,match_20220821,MT1,-0.0501887,0.273344,0.22871,7.5547,0.277913,0.835851,-0.327307,-0.171118,-0.0357392,0.0543357,0.211429,
ACC Y,25,joueur_52,match_20220821,MT1,-1.13795,0.797062,0.0037156,1.5031,1.38933,2.68311,-1.79777,-1.45484,-1.32562,-0.818224,0.0604782,
ACC Z,25,joueur_52,match_20220821,MT1,-0.532215,0.363974,-0.908195,2.17698,0.644771,1.30032,-0.966547,-0.67832,-0.515617,-0.334754,-0.0502429,
GYRO X,25,joueur_52,match_20220821,MT1,-5.85788,27.4263,0.0598323,6.00292,28.0449,82.8101,-34.2867,-17.0261,-4.8236,4.72754,20.296,
GYRO Y,25,joueur_52,match_20220821,MT1,1.24881,46.6519,0.0109228,4.55018,46.6686,155.078,-44.2191,-14.1391,0.566775,16.6379,47.366,
GYRO Z,25,joueur_52,match_20220821,MT1,-0.840034,28.1239,-0.299088,7.28241,28.1364,83.8658,-28.4216,-10.6578,-0.521421,9.8626,26.4169,
NormeGradAcc,25,joueur_52,match_20220821,MT1,0.0441594,0.0531437,1.98272,4.01996,0.0690963,0.16296,0.00353271,0.00869564,0.0222834,0.0630648,0.114097,0.09605042016806722
NormeGradGyro,25,joueur_52,match_20220821,MT1,2.61686,2.93031,2.51115,8.30999,3.9287,8.43645,0.386134,0.789612,1.61481,3.17654,6.37811,
ACC X,30,joueur_52,match_20220821,MT1,-0.0553589,0.412624,0.0407175,5.53336,0.416321,1.26204,-0.469917,-0.2539,-0.0436845,0.133735,0.378237,
ACC Y,30,joueur_52,match_20220821,MT1,-1.13893,0.987647,-0.409262,0.52297,1.50752,3.49751,-2.38318,-1.57696,-1.21451,-0.44635,0.128252,
ACC Z,30,joueur_52,match_20220821,MT1,-0.563055,0.482669,-0.914116,2.20178,0.74162,1.52668,-1.18823,-0.805446,-0.519308,-0.241471,0.0127927,
GYRO X,30,joueur_52,match_20220821,MT1,-5.90379,39.3024,0.00110256,6.53494,39.7433,117.37,-46.385,-22.9001,-4.4199,10.6555,31.9211,
GYRO Y,30,joueur_52,match_20220821,MT1,-0.506027,73.5543,0.0786827,2.32657,73.556,249.261,-90.5789,-32.6841,-0.080856,31.4542,84.4685,
GYRO Z,30,joueur_52,match_20220821,MT1,-1.11316,45.5494,-0.296409,5.29296,45.563,142.983,-49.3125,-20.4917,-0.387382,19.5082,46.2407,
NormeGradAcc,30,joueur_52,match_20220821,MT1,0.0703212,0.0665098,1.35181,1.36103,0.0967917,0.206125,0.00999422,0.0197587,0.0450035,0.101781,0.173346,0.2092717086834734
NormeGradGyro,30,joueur_52,match_20220821,MT1,4.64498,4.37453,2.13647,6.25057,6.38062,12.7087,0.989879,1.70987,3.10813,6.20063,10.2317,
ACC X,35,joueur_52,match_20220821,MT1,-0.059355,0.296115,-0.259916,2.509,0.302005,0.949543,-0.395923,-0.224379,-0.0535303,0.107915,0.297257,
ACC Y,35,joueur_52,match_20220821,MT1,-1.20086,0.971008,-0.385471,0.31426,1.54432,3.48422,-2.48433,-1.62859,-1.26815,-0.569621,0.106886,
ACC Z,35,joueur_52,match_20220821,MT1,-0.505435,0.377619,-0.521106,0.304161,0.63092,1.23608,-1.01325,-0.72373,-0.481628,-0.24258,-0.00514563,
GYRO X,35,joueur_52,match_20220821,MT1,-6.01921,26.9915,-0.0950669,2.79563,27.6545,87.5307,-38.0549,-20.34,-4.47734,7.99433,24.3989,
GYRO Y,35,joueur_52,match_20220821,MT1,0.331164,64.7957,0.309637,1.65459,64.7966,227.879,-79.2664,-30.8277,-0.348711,28.2596,79.1871,
GYRO Z,35,joueur_52,match_20220821,MT1,-0.890383,33.7414,0.00770852,1.72795,33.7532,115.322,-42.2033,-18.2929,-0.504512,17.0387,38.82,
NormeGradAcc,35,joueur_52,match_20220821,MT1,0.0660219,0.0612857,1.26188,0.861555,0.0900823,0.191248,0.00987824,0.0195656,0.0415794,0.0970915,0.161979,0.19452380952380952
NormeGradGyro,35,joueur_52,match_20220821,MT1,3.78117,3.06089,1.72426,4.02226,4.8648,9.03838,0.948921,1.58332,2.83682,5.14957,7.84254,
ACC X,40,joueur_52,match_20220821,MT1,-0.0756658,0.329063,-0.114393,5.88944,0.33765,1.00399,-0.399695,-0.223202,-0.0674549,0.0644841,0.271198,
ACC Y,40,joueur_52,match_20220821,MT1,-1.187,0.862346,-0.408186,1.36921,1.46718,3.07321,-2.06726,-1.49314,-1.29561,-0.738319,0.0449282,
ACC Z,40,joueur_52,match_20220821,MT1,-0.521152,0.397489,-0.933438,3.55839,0.655436,1.25805,-0.971316,-0.712003,-0.515205,-0.280461,-0.0144929,
GYRO X,40,joueur_52,match_20220821,MT1,-5.82126,30.4067,-0.19682,6.11757,30.9589,93.8469,-37.2409,-18.6584,-4.27587,6.53639,24.8115,
GYRO Y,40,joueur_52,match_20220821,MT1,1.16859,59.7057,0.256788,2.8982,59.7171,207.132,-66.6984,-22.5442,0.425508,23.8949,66.6835,
GYRO Z,40,joueur_52,match_20220821,MT1,-0.60095,34.7614,0.13589,5.36129,34.7666,111.467,-36.4429,-14.154,-0.492073,12.2165,35.3606,
NormeGradAcc,40,joueur_52,match_20220821,MT1,0.0564971,0.0603472,1.63351,2.52742,0.0826662,0.186587,0.00585814,0.0127376,0.0321291,0.0804958,0.147688,0.1503081232492997
NormeGradGyro,40,joueur_52,match_20220821,MT1,3.41609,3.44973,2.16733,6.12152,4.85493,10.0875,0.580499,1.12368,2.21898,4.51941,7.83729,
ACC X,45,joueur_52,match_20220821,MT1,-0.0327697,0.382095,0.173429,13.4166,0.383498,1.04264,-0.391643,-0.214215,-0.0330163,0.144503,0.365999,
ACC Y,45,joueur_52,match_20220821,MT1,-1.1596,0.92679,-0.338658,0.508799,1.48446,3.29431,-2.28621,-1.5811,-1.25153,-0.528983,0.101628,
ACC Z,45,joueur_52,match_20220821,MT1,-0.542002,0.443361,-0.80783,2.42456,0.700239,1.43353,-1.12002,-0.749547,-0.506198,-0.254433,-0.00599024,
GYRO X,45,joueur_52,match_20220821,MT1,-5.69817,33.7178,0.307316,6.77719,34.1959,101.633,-41.328,-21.6161,-4.88065,9.57329,29.5028,
GYRO Y,45,joueur_52,match_20220821,MT1,0.444065,64.533,-0.0311674,2.14169,64.5345,221.444,-76.8037,-27.7947,0.425901,29.3382,78.161,
GYRO Z,45,joueur_52,match_20220821,MT1,-1.09732,38.0233,0.00593168,4.12008,38.0392,128.932,-43.9053,-18.6497,-0.356215,15.8996,41.5219,
NormeGradAcc,45,joueur_52,match_20220821,MT1,0.0649636,0.0630356,1.50447,2.34251,0.0905194,0.193722,0.0094466,0.0181218,0.0398578,0.0931221,0.16024,0.1846498599439776
NormeGradGyro,45,joueur_52,match_20220821,MT1,4.02325,3.65307,2.58028,12.2016,5.43429,10.2505,0.92795,1.60921,2.86862,5.32694,8.47925,
ACC X,5,joueur_52,match_20220821,MT2,-0.100142,0.416023,0.0138878,7.80119,0.427906,1.27789,-0.498493,-0.271718,-0.0824591,0.0768358,0.293975,
ACC Y,5,joueur_52,match_20220821,MT2,-1.15449,0.941778,-0.312425,0.835831,1.4899,3.33306,-2.26958,-1.57634,-1.23772,-0.561695,0.096375,
ACC Z,5,joueur_52,match_20220821,MT2,-0.571242,0.452581,-0.61296,2.00087,0.728798,1.46804,-1.14244,-0.781319,-0.548368,-0.296153,-0.00409783,
GYRO X,5,joueur_52,match_20220821,MT2,-5.87342,38.9625,0.160133,10.2933,39.4027,118.784,-46.5437,-23.4637,-4.43797,11.3616,34.7873,
GYRO Y,5,joueur_52,match_20220821,MT2,-1.08736,67.1615,0.0291422,3.84668,67.1703,224.577,-78.9307,-29.9741,-0.555888,26.0536,70.9429,
GYRO Z,5,joueur_52,match_20220821,MT2,-2.13513,44.5348,-1.29199,12.3496,44.5859,138.266,-49.3208,-19.6807,-0.440821,16.8916,44.3833,
NormeGradAcc,5,joueur_52,match_20220821,MT2,0.0676019,0.066478,1.5794,2.80198,0.0948121,0.205583,0.00919139,0.0187446,0.0421278,0.0953883,0.166391,0.19095238095238096
NormeGradGyro,5,joueur_52,match_20220821,MT2,4.65382,4.47847,2.54943,11.062,6.45869,12.5244,0.9878,1.67638,3.16,6.17003,10.2622,
ACC X,10,joueur_52,match_20220821,MT2,-0.107518,0.381785,-0.387069,5.54133,0.396635,1.19442,-0.488153,-0.27563,-0.0900958,0.065535,0.2913,
ACC Y,10,joueur_52,match_20220821,MT2,-1.15982,0.957213,-0.410234,0.480223,1.50381,3.42026,-2.36963,-1.59854,-1.22124,-0.521974,0.100515,
ACC Z,10,joueur_52,match_20220821,MT2,-0.573817,0.446045,-0.805313,1.97788,0.726788,1.40964,-1.12048,-0.809513,-0.557447,-0.26742,-0.00792248,
GYRO X,10,joueur_52,match_20220821,MT2,-5.46444,33.084,-0.147387,3.46689,33.5322,105.845,-43.043,-21.8017,-3.95291,11.147,31.3115,
GYRO Y,10,joueur_52,match_20220821,MT2,0.841214,64.6794,0.162582,2.06244,64.6849,224.124,-76.2531,-29.0089,0.21305,28.3454,78.2886,
GYRO Z,10,joueur_52,match_20220821,MT2,-0.175089,39.4736,0.0276055,3.31352,39.474,133.348,-44.3027,-19.4393,-0.214464,18.1393,45.1194,
NormeGradAcc,10,joueur_52,match_20220821,MT2,0.0686382,0.0646643,1.38652,1.4897,0.094301,0.201981,0.01065,0.02091,0.0429652,0.0984335,0.169361,0.19897759103641458
NormeGradGyro,10,joueur_52,match_20220821,MT2,4.24851,3.66256,1.751,4.19331,5.6093,11.0108,0.923503,1.62576,3.05445,5.84106,9.26733,
ACC X,15,joueur_52,match_20220821,MT2,-0.111517,0.366139,0.0185761,7.48324,0.382745,1.09945,-0.44549,-0.268445,-0.0963117,0.0441615,0.244479,
ACC Y,15,joueur_52,match_20220821,MT2,-1.15379,0.935443,-0.347429,0.767181,1.48535,3.34039,-2.25675,-1.58965,-1.22777,-0.553273,0.103327,
ACC Z,15,joueur_52,match_20220821,MT2,-0.554235,0.421638,-0.790534,2.78419,0.696387,1.35214,-1.09357,-0.770175,-0.521755,-0.28976,-0.0210934,
GYRO X,15,joueur_52,match_20220821,MT2,-5.73723,36.2517,0.192032,8.60338,36.7029,112.466,-44.5863,-22.8859,-4.19161,10.829,32.1609,
GYRO Y,15,joueur_52,match_20220821,MT2,1.19525,62.204,0.194461,2.45152,62.2155,215.341,-71.4252,-25.5679,0.721424,26.4247,72.3248,
GYRO Z,15,joueur_52,match_20220821,MT2,-0.708874,37.9045,-0.0870178,5.16384,37.9111,124.139,-42.1493,-17.3351,-0.209651,16.908,40.356,
NormeGradAcc,15,joueur_52,match_20220821,MT2,0.0647615,0.06339,1.46589,1.81577,0.090622,0.196303,0.00957736,0.0181472,0.0387288,0.0921526,0.163423,0.1827310924369748
NormeGradGyro,15,joueur_52,match_20220821,MT2,4.24259,3.90672,2.04588,5.94882,5.76732,11.5799,0.931161,1.58205,2.88019,5.67198,9.36967,
ACC X,20,joueur_52,match_20220821,MT2,-0.102373,0.292517,0.123751,14.6557,0.309914,0.881011,-0.414772,-0.242679,-0.0829404,0.0413165,0.201047,
ACC Y,20,joueur_52,match_20220821,MT2,-1.13732,0.822277,-0.346269,2.08342,1.40344,2.79454,-1.88104,-1.47885,-1.24775,-0.740238,0.0299606,
ACC Z,20,joueur_52,match_20220821,MT2,-0.566604,0.400843,-0.925805,3.722,0.694057,1.31763,-1.06359,-0.762266,-0.545208,-0.336739,-0.0378828,
GYRO X,20,joueur_52,match_20220821,MT2,-5.5178,29.4908,0.0455807,3.59051,30.0026,94.6227,-38.2361,-20.1679,-4.45717,8.22409,27.3002,
GYRO Y,20,joueur_52,match_20220821,MT2,0.15709,50.0229,0.0700284,2.66791,50.0231,177.163,-57.0405,-19.2728,0.25836,19.2268,53.5218,
GYRO Z,20,joueur_52,match_20220821,MT2,-1.19393,29.2503,-0.216424,2.84184,29.2746,97.1711,-33.6606,-15.8204,-0.332131,13.2428,31.2379,
